"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","waterbrack","watersaltwater","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Scorpaenodes_arenai",0,1,0,46345,0,1,"Scorpaenodes arenai","Scorpaenodes","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,18.7
"Rhycherus_gloveri",1,0,0,24739,0,1,"Rhycherus gloveri","Rhycherus",NA,"Rhycheridae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,17.9
"Rhynchactis_leptonema",0,0,1,17001,0,1,"Rhynchactis leptonema","Rhynchactis",NA,"Gigantactinidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.8199999332428,NA,NA,NA,NA,NA,NA,9.7
"Rhynchactis_macrothrix",0,0,1,51704,0,1,"Rhynchactis macrothrix","Rhynchactis",NA,"Gigantactinidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.94000005722046,NA,NA,NA,NA,NA,NA,6.1
"Rhynchactis_microthrix",0,0,1,51705,0,1,"Rhynchactis microthrix","Rhynchactis",NA,"Gigantactinidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.80999994277954,NA,NA,NA,NA,NA,NA,NA
"Rhynchobatus_australiae",0,1,0,15380,0,1,"Rhynchobatus australiae","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.54,NA,NA,NA,NA,NA,NA,27.3
"Rhynchobatus_cooki",0,0,1,68212,0,1,"Rhynchobatus cooki","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,NA
"Rhynchobatus_djiddensis",1,0,0,5503,1,1,"Rhynchobatus djiddensis","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,27.1
"Rhynchobatus_immaculatus",0,0,1,68082,0,1,"Rhynchobatus immaculatus","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,NA
"Rhynchobatus_laevis",0,1,0,57375,0,1,"Rhynchobatus laevis","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.57999992370605,NA,NA,NA,NA,NA,NA,NA
"Rhynchobatus_luebberti",0,1,0,5017,0,1,"Rhynchobatus luebberti","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,26.5
"Rhynchobatus_mononoke",0,0,1,69253,0,1,"Rhynchobatus mononoke","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
"Rhynchobatus_palpebratus",0,1,0,64134,0,1,"Rhynchobatus palpebratus","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.57999992370605,NA,NA,NA,NA,NA,NA,27.6
"Rhynchobatus_springeri",0,0,1,65550,1,1,"Rhynchobatus springeri","Rhynchobatus",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,28.7
"Rhynchoconger_ectenurus",0,1,0,22596,0,1,"Rhynchoconger ectenurus","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.95000004768372,NA,NA,NA,NA,NA,NA,21.3
"Rhynchoconger_flavus",0,1,0,2628,0,1,"Rhynchoconger flavus","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.17999982833862,NA,NA,-2.53380549062581,-0.85369030458485,-0.874988589226991,-0.976196969866289,24.2
"Rhynchoconger_gracilior",0,1,0,2629,0,1,"Rhynchoconger gracilior","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.9300000667572,NA,NA,NA,NA,NA,NA,14.3
"Rhynchoconger_guppyi",0,1,0,47178,0,1,"Rhynchoconger guppyi","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.05000019073486,NA,NA,NA,NA,NA,NA,17.1
"Rhynchoconger_nitens",0,1,0,13624,0,1,"Rhynchoconger nitens","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.8199999332428,NA,NA,NA,NA,NA,NA,23.4
"Rhynchoconger_squaliceps",0,1,0,58697,0,1,"Rhynchoconger squaliceps","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,22.2
"Rhynchoconger_trewavasae",0,1,0,57764,0,1,"Rhynchoconger trewavasae","Rhynchoconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.91000008583069,NA,NA,NA,NA,NA,NA,NA
"Rhynchogadus_hepaticus",0,0,1,1803,0,1,"Rhynchogadus hepaticus","Rhynchogadus",NA,"Moridae","Gadiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Rhynchohyalus_natalensis",0,0,1,9123,0,1,"Rhynchohyalus natalensis","Rhynchohyalus",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,-1.17943902452898,-0.0789939873539816,-0.344231727930184,-0.797218482216448,17.8
"Rhynchohyalus_parbevs",0,1,0,69784,0,1,"Rhynchohyalus parbevs","Rhynchohyalus",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.71000003814697,NA,NA,NA,NA,NA,NA,NA
"Rhynchopelates_oxyrhynchus",1,0,0,6581,1,1,"Rhynchopelates oxyrhynchus","Rhynchopelates",NA,"Terapontidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.61,NA,NA,-1.22057927867261,-1.11404559683386,-0.110695150312888,-0.868190991275555,25.3
"Rhynchorhamphus_arabicus",0,0,1,53274,0,1,"Rhynchorhamphus arabicus","Rhynchorhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Rhynchorhamphus_georgii",0,0,1,4666,1,1,"Rhynchorhamphus georgii","Rhynchorhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,1.33,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,28.3
"Rhynchorhamphus_malabaricus",0,0,1,25000,0,1,"Rhynchorhamphus malabaricus","Rhynchorhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA
"Rhynchorhamphus_naga",0,0,1,16892,0,1,"Rhynchorhamphus naga","Rhynchorhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,28.8
"Rhynchorhina_mauritaniensis",0,0,1,68213,0,1,"Rhynchorhina mauritaniensis","Rhynchorhina",NA,"Rhinidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,NA
"Rhynchostracion_nasus",1,0,0,8192,0,1,"Rhynchostracion nasus","Rhynchostracion",NA,"Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,28.2
"Ribeiroclinus_eigenmanni",1,0,0,6437,0,1,"Ribeiroclinus eigenmanni","Ribeiroclinus",NA,"Clinidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Richardsonichthys_leucogaster",1,0,0,12897,0,1,"Richardsonichthys leucogaster","Richardsonichthys",NA,"Tetrarogidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,28
"Ricuzenius_nudithorax",0,1,0,23912,0,1,"Ricuzenius nudithorax","Ricuzenius",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Ricuzenius_pinetorum",0,1,0,61289,0,1,"Ricuzenius pinetorum","Ricuzenius",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,10.2
"Riekertia_ellisi",0,1,0,16831,0,1,"Riekertia ellisi","Riekertia","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,NA
"Rimicola_cabrilloi",0,1,0,59748,0,1,"Rimicola cabrilloi","Rimicola","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,NA
"Rimicola_dimorpha",0,1,0,11671,0,1,"Rimicola dimorpha","Rimicola","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.07999992370605,NA,NA,NA,NA,NA,NA,NA
"Rimicola_eigenmanni",0,1,0,3080,0,1,"Rimicola eigenmanni","Rimicola","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,18.1
"Rimicola_muscarum",0,1,0,3081,0,1,"Rimicola muscarum","Rimicola","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,10.6
"Rimicola_sila",0,1,0,59749,0,1,"Rimicola sila","Rimicola","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Rinoctes_nasutus",0,0,1,11219,0,1,"Rinoctes nasutus","Rinoctes",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.18,NA,NA,NA,NA,NA,NA,2.5
"Rioraja_agassizii",0,1,0,50857,0,1,"Rioraja agassizii","Rioraja",NA,"Arhynchobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,0.225,6.80662773608506,NA,3.55,4.01087236947031,NA,NA,NA,NA,NA,14.8
"Risor_ruber",1,0,0,3898,0,1,"Risor ruber","Risor","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,-0.808539313083219,-2.18737695371469,-0.425911513759145,-0.758029670579523,27.3
"Roa_australis",0,0,1,65038,0,1,"Roa australis","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,22.9
"Roa_excelsa",1,0,0,12531,0,1,"Roa excelsa","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,22.5
"Roa_haraguchiae",1,0,0,69653,0,1,"Roa haraguchiae","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Roa_jayakari",1,0,0,12530,0,1,"Roa jayakari","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,NA,NA,NA,NA,22.8
"Roa_modesta",1,0,0,11668,0,1,"Roa modesta","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,23.9
"Roa_rumsfeldi",1,0,0,68418,0,1,"Roa rumsfeldi","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Roa_semilunaris",1,0,0,69654,0,1,"Roa semilunaris","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Roa_uejoi",1,0,0,69655,0,1,"Roa uejoi","Roa",NA,"Chaetodontidae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Robaloscion_wieneri",0,1,0,61341,0,1,"Robaloscion wieneri","Robaloscion",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,NA
"Robia_legula",0,0,1,58770,0,1,"Robia legula","Robia",NA,"Caulophrynidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.95000004768372,NA,NA,NA,NA,NA,NA,NA
"Robinsia_catherinae",0,1,0,59470,0,1,"Robinsia catherinae","Robinsia",NA,"Chlopsidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,18
"Robinsichthys_arrowsmithensis",0,1,0,61021,0,1,"Robinsichthys arrowsmithensis","Robinsichthys","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,NA
"Rogadius_asper",0,1,0,8305,0,1,"Rogadius asper","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.61999988555908,NA,NA,NA,NA,NA,NA,27.5
"Rogadius_fehlmanni",1,0,0,67411,0,1,"Rogadius fehlmanni","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,26.1
"Rogadius_mcgroutheri",0,1,0,64586,0,1,"Rogadius mcgroutheri","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,26
"Rogadius_patriciae",0,1,0,12982,0,1,"Rogadius patriciae","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,-1.6981036247037,-0.314724776212454,-0.857851414300327,-0.342111513860541,27.1
"Rogadius_pristiger",0,1,0,15225,0,1,"Rogadius pristiger","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.9300000667572,NA,NA,-1.87227264773002,-0.478135958167621,-0.799084378291264,-0.329814485795039,27.5
"Rogadius_serratus",1,0,0,15226,0,1,"Rogadius serratus","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,27.9
"Rogadius_welanderi",1,0,0,10253,0,1,"Rogadius welanderi","Rogadius",NA,"Platycephalidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.53999996185303,NA,NA,NA,NA,NA,NA,28.5
"Roncador_stearnsii",0,1,0,3588,0,1,"Roncador stearnsii","Roncador",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,0.916290731874155,NA,NA,0.287,7.13859686028649,NA,3.31,3.86283276123737,NA,-1.21016488672131,-1.22841515016641,-0.207806097797514,-0.86758101029805,17.8
"Rondeletia_bicolor",0,0,1,28248,0,1,"Rondeletia bicolor","Rondeletia",NA,"Rondeletiidae","Beryciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,-1.66165927702745,-0.501053394164155,-0.174806588999399,-0.661238848925028,4.2
"Rondeletia_loricata",0,0,1,4317,0,1,"Rondeletia loricata","Rondeletia",NA,"Rondeletiidae","Beryciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0.4,3.7424313584207,0.5,3.38000011444092,2.70805020110221,NA,-1.51415309502844,-0.456984098288845,-0.142932521774507,-0.705761159773836,4.6
"Ronquilus_jordani",0,1,0,3695,0,1,"Ronquilus jordani","Ronquilus",NA,"Bathymasteridae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.13,NA,NA,-1.4412602804714,-0.914622994051763,-0.521639606405657,-0.741947040008302,5.7
"Rosenblattia_robusta",0,0,1,14878,0,1,"Rosenblattia robusta","Rosenblattia",NA,"Epigonidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,4.3
"Rosenblattichthys_alatus",0,0,1,24630,0,1,"Rosenblattichthys alatus","Rosenblattichthys",NA,"Scopelarchidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.92000007629395,NA,NA,NA,NA,NA,NA,10.8
"Rosenblattichthys_hubbsi",0,0,1,16624,0,1,"Rosenblattichthys hubbsi","Rosenblattichthys",NA,"Scopelarchidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,17
"Rosenblattichthys_nemotoi",0,0,1,56836,0,1,"Rosenblattichthys nemotoi","Rosenblattichthys",NA,"Scopelarchidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,NA,NA,NA,NA,NA
"Rosenblattichthys_volucris",0,0,1,55099,0,1,"Rosenblattichthys volucris","Rosenblattichthys",NA,"Scopelarchidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.97000002861023,NA,NA,NA,NA,NA,NA,2.5
"Rostroraja_alba",0,1,0,7613,0,1,"Rostroraja alba","Rostroraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,4.40999984741211,NA,4.64439089914137,NA,NA,NA,NA,13.5
"Rostroraja_eglanteria",0,1,0,1252,1,1,"Rostroraja eglanteria","Rostroraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,1.38629436111989,NA,NA,0.2,8.287873564852,NA,3.88,4.36309862478836,3.41772668361337,NA,NA,NA,NA,23.5
"Rostroraja_velezi",0,1,0,13215,0,1,"Rostroraja velezi","Rostroraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.63,NA,NA,NA,NA,NA,NA,15.9
"Rotuma_lewisi",1,0,0,59049,0,1,"Rotuma lewisi","Rotuma",NA,"Xenisthmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.0699999332428,NA,NA,NA,NA,NA,NA,NA
"Rouleina_attrita",0,0,1,6964,0,1,"Rouleina attrita","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,-1.47205537795124,-0.379453309072191,-0.40756458222473,-0.86431828474133,5.2
"Rouleina_danae",1,0,0,27419,0,1,"Rouleina danae","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,4
"Rouleina_eucla",0,0,1,59104,0,1,"Rouleina eucla","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,4.9
"Rouleina_euryops",0,0,1,58905,0,1,"Rouleina euryops","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,6.1
"Rouleina_guentheri",0,0,1,22702,0,1,"Rouleina guentheri","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,7
"Rouleina_livida",0,0,1,58066,0,1,"Rouleina livida","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,NA,NA,NA,NA,4.9
"Rouleina_maderensis",0,0,1,11229,0,1,"Rouleina maderensis","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,6.7
"Rouleina_nuda",0,0,1,58906,0,1,"Rouleina nuda","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,NA
"Rouleina_squamilatera",0,0,1,16695,0,1,"Rouleina squamilatera","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.52999997138977,NA,NA,NA,NA,NA,NA,6.4
"Rouleina_watasei",0,0,1,22700,0,1,"Rouleina watasei","Rouleina",NA,"Alepocephalidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,6.4
"Ruanoho_decemdigitatus",0,1,0,46333,0,1,"Ruanoho decemdigitatus","Ruanoho","Tripterygiinae","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,15.9
"Ruanoho_whero",1,0,0,65481,0,1,"Ruanoho whero","Ruanoho","Tripterygiinae","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,16.5
"Rudarius_ercodes",1,0,0,4575,0,1,"Rudarius ercodes","Rudarius",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,0,NA,NA,1.2,1.21263121189658,NA,3.12,1.79175946922805,NA,-1.51678518320973,-2.09203430916609,0.293883855693652,-1.02679005021517,NA
"Rudarius_excelsus",1,0,0,7988,0,1,"Rudarius excelsus","Rudarius",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.99000000953674,NA,NA,NA,NA,NA,NA,28.6
"Rudarius_minutus",1,0,0,7989,0,1,"Rudarius minutus","Rudarius",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2.9300000667572,NA,NA,NA,NA,NA,NA,28.2
"Ruscarius_creaseri",0,1,0,4045,0,1,"Ruscarius creaseri","Ruscarius",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,-1.5629947728352,-0.851375194639817,-0.574146907540176,-0.345219359213186,19
"Ruscarius_meanyi",0,1,0,4049,0,1,"Ruscarius meanyi","Ruscarius",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,8.6
"Rusichthys_explicitus",0,1,0,50826,0,1,"Rusichthys explicitus","Rusichthys","Congrogadinae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Rusichthys_plesiomorphus",0,1,0,4432,0,1,"Rusichthys plesiomorphus","Rusichthys","Congrogadinae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Ruvettus_pretiosus",1,0,0,1044,0,1,"Ruvettus pretiosus","Ruvettus",NA,"Gempylidae","Scombriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.18,NA,NA,-1.83624838673511,-0.385405464038761,-0.286227373196142,-0.92782543208696,12.9
"Rypticus_bicolor",1,0,0,25545,0,1,"Rypticus bicolor","Rypticus",NA,"Grammistidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.96000003814697,NA,NA,-0.992383077506374,-0.703431265281418,-0.11960699610694,-0.824483543942732,25.9
"Rypticus_bistrispinus",1,0,0,3353,0,1,"Rypticus bistrispinus","Rypticus",NA,"Grammistidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.73000001907349,NA,NA,NA,NA,NA,NA,27.3
"Rypticus_bornoi",1,0,0,16536,0,1,"Rypticus bornoi","Rypticus",NA,"Grammistidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,NA
"Rypticus_carpenteri",1,0,0,66505,0,1,"Rypticus carpenteri","Rypticus",NA,"Grammistidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.59999990463257,NA,NA,NA,NA,NA,NA,27.2
"Rypticus_courtenayi",1,0,0,56840,0,1,"Rypticus courtenayi","Rypticus",NA,"Grammistidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.89000010490417,NA,NA,NA,NA,NA,NA,28
