"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","Genus","Subfamily","waterbrack","watersaltwater","Species","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Hippoglossoides platessoides",0,1,0,4239,"Hippoglossoides","Pleuronectinae",0,1,"Hippoglossoides platessoides","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",22.0883585738434,1.96660873255142,2.70805020110221,3.40119738166216,-2.12347381183034,8.13191727239922,-1.1551826401565,4.08,4.20074998631836,13.456617441413,-1.33354308477319,-1.01078398507084,0.254869071780433,-1.41348015542647,5.6
"Hippoglossoides robustus",0,1,0,4240,"Hippoglossoides","Pleuronectinae",0,1,"Hippoglossoides robustus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",22.0883585738434,NA,NA,2.39789527279837,-1.43078976100645,4.31548611086564,-0.948624547573089,3.65,3.52694858696772,NA,-1.16991551620055,-0.698093153504104,0.283379441882552,-1.4851583882312,0.1
"Limanda aspera",0,1,0,520,"Limanda","Pleuronectinae",0,1,"Limanda aspera","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",26.7671439913732,1.89448014461691,NA,3.25809653802148,-2.01684239992332,7.13144635593238,NA,3.49,3.80743996523571,14.5519345574959,-1.31421181458552,-1.26794140382116,0.266333485609514,-1.30537929037021,3.4
"Limanda limanda",0,1,0,695,"Limanda","Pleuronectinae",0,1,"Limanda limanda","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",26.7671439913732,1.06471073464348,2.68988623047454,2.44853900561713,-1.0603117311697,6.06360812207847,-0.994252273343867,3,3.48553853009591,12.2743986280294,-1.17008438801017,-1.44287651300411,0.345252379538087,-1.32902655826276,8.9
"Limanda sakhalinensis",0,1,0,50421,"Limanda","Pleuronectinae",0,1,"Limanda sakhalinensis","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",26.7671439913732,1.25276296849537,NA,NA,-1.96611285637283,5.79459488799011,NA,3.58,3.61899332664977,NA,-1.12000972703307,-1.23029636102695,0.260586612972183,-1.36520043746345,0.9
"Lipophrys pholis",0,1,0,9200,"Lipophrys","Salariinae",0,1,"Lipophrys pholis","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",26.9250590198203,NA,NA,1.79175946922805,-1.20397280432594,3.98898404656427,-0.105360515657826,3.47,2.83321334405622,8.98719682066197,-1.3008681726957,-1.32557392562865,-0.451261779065921,-0.609328930759572,12.3
"Lipophrys trigloides",0,1,0,16301,"Lipophrys","Salariinae",0,1,"Lipophrys trigloides","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",26.9250590198203,NA,NA,NA,NA,NA,NA,4.49,NA,NA,-1.64962575080098,-0.988980131024717,-0.464835033969024,-0.559457776302784,18.9
"Lutjanus adetii",1,0,0,1395,"Lutjanus","Lutjaninae",0,1,"Lutjanus adetii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,3.17805383034795,-1.33275359419186,5.94895676395462,-1.46967597005894,3.73,NA,NA,-1.37117073308177,-0.891214083927343,-0.0687244704520719,-0.774006370092676,25.9
"Lutjanus agennes",1,0,0,1401,"Lutjanus","Lutjaninae",1,1,"Lutjanus agennes","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,27.5
"Lutjanus ambiguus",1,0,0,1402,"Lutjanus","Lutjaninae",0,1,"Lutjanus ambiguus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,NA
"Lutjanus analis",1,0,0,1403,"Lutjanus","Lutjaninae",1,1,"Lutjanus analis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,1.70474809223843,3.68887945411394,3.06805293513362,-1.92169163257058,9.37853067467601,-1.48097873678048,3.91,NA,NA,-1.19828751410865,-0.863659372578708,-0.0725609202384195,-0.804091574190038,24.2
"Lutjanus apodus",1,0,0,1404,"Lutjanus","Lutjaninae",1,1,"Lutjanus apodus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,3.73766961828337,-1.44816976483798,6.68835471394676,-2.30258509299405,4.25,3.87535902105655,NA,-1.19920550478418,-0.767940853377007,-0.0629381805884189,-0.831978858190417,26.4
"Lutjanus aratus",1,0,0,1405,"Lutjanus","Lutjaninae",0,1,"Lutjanus aratus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.09,NA,NA,NA,NA,NA,NA,25.9
"Lutjanus argentiventris",1,0,0,1408,"Lutjanus","Lutjaninae",1,1,"Lutjanus argentiventris","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,1.38629436111989,NA,NA,-1.86433016206289,8.80627428478173,-1.10866262452161,4.03999996185303,NA,12.2828021783888,-1.17468102875926,-0.874536909858675,-0.0681656308352892,-0.842974637289679,25.8
"Lutjanus bengalensis",1,0,0,1409,"Lutjanus","Lutjaninae",0,1,"Lutjanus bengalensis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.77999997138977,NA,NA,-1.42661640553526,-0.812794808838658,-0.143808831614322,-0.780842664814676,28.6
"Lutjanus biguttatus",1,0,0,1410,"Lutjanus","Lutjaninae",0,1,"Lutjanus biguttatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.98000001907349,NA,NA,NA,NA,NA,NA,28.6
"Lutjanus bitaeniatus",1,0,0,1411,"Lutjanus","Lutjaninae",0,1,"Lutjanus bitaeniatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,27.3
"Lutjanus boutton",1,0,0,1418,"Lutjanus","Lutjaninae",0,1,"Lutjanus boutton","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,-0.510825623765991,NA,NA,3.84,NA,NA,NA,NA,NA,NA,28.2
"Lutjanus buccanella",1,0,0,1419,"Lutjanus","Lutjaninae",0,1,"Lutjanus buccanella","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,-1.12701176318981,7.926674798741,0.693147180559945,3.9,NA,NA,-1.19575948954189,-0.693333599176509,-0.0830411465467031,-0.870629686189836,22.3
"Lutjanus campechanus",1,0,0,1423,"Lutjanus","Lutjaninae",0,1,"Lutjanus campechanus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,0.693147180559945,3.59731226058845,3.30761903470259,-1.80429340614753,9.40539135810912,-2.08430669068114,3.92,NA,16.808918211682,-1.21595962939745,-0.854382412676221,-0.0206882206069972,-0.892780366827608,24.4
"Lutjanus carponotatus",1,0,0,1424,"Lutjanus","Lutjaninae",0,1,"Lutjanus carponotatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,0.765467858773426,NA,2.9704144655697,-0.698986417994344,7.1691484663376,-1.59619268568408,3.89,NA,12.842690479052,-1.05067398565511,-0.717575953405918,-0.0639368586031399,-0.850096403450845,28.2
"Lutjanus coeruleolineatus",1,0,0,1425,"Lutjanus","Lutjaninae",0,1,"Lutjanus coeruleolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,28.1
"Lutjanus colorado",1,0,0,1426,"Lutjanus","Lutjaninae",1,1,"Lutjanus colorado","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.06,NA,NA,-1.14580395493202,-0.845183166662013,-0.0736496652220776,-0.871152768793199,27.7
"Lutjanus cyanopterus",1,0,0,1427,"Lutjanus","Lutjaninae",1,1,"Lutjanus cyanopterus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,4.00733318523247,-2.57059526564836,10.0523981599187,-2.54874141861733,4.36,5.00666073934084,NA,-1.19606963530433,-0.783756218938146,-0.159157086469391,-0.741531765584864,25.5
"Lutjanus decussatus",1,0,0,1428,"Lutjanus","Lutjaninae",0,1,"Lutjanus decussatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.02,NA,NA,-1.13410114542338,-0.817010311993603,-0.0753522842170752,-0.872136115740699,28.7
"Lutjanus dentatus",1,0,0,1429,"Lutjanus","Lutjaninae",1,1,"Lutjanus dentatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.01000022888184,NA,NA,NA,NA,NA,NA,27.4
"Lutjanus dodecacanthoides",1,0,0,354,"Lutjanus","Lutjaninae",0,1,"Lutjanus dodecacanthoides","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,28.8
"Lutjanus erythropterus",1,0,0,1406,"Lutjanus","Lutjaninae",0,1,"Lutjanus erythropterus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,1.38629436111989,NA,3.48124008933569,-1.4055963752822,7.84181522671746,-1.19360176990172,4.5,NA,15.6072700271923,-1.11253474818578,-0.952992884781229,0.0488278830256932,-0.921658083630212,28.2
"Lutjanus fulviflamma",1,0,0,261,"Lutjanus","Lutjaninae",1,1,"Lutjanus fulviflamma","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,0.559615787935423,NA,2.83438912314523,-0.594207232705042,6.01492077780698,NA,3.79,3.36832977803654,12.0523181372166,-1.08835707587622,-0.774874588450668,-0.106590119753917,-0.810835074071382,28.1
"Lutjanus gibbus",1,0,0,265,"Lutjanus","Lutjaninae",0,1,"Lutjanus gibbus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,2.77258872223978,-1.01927312512701,7.19158099344884,NA,4.12,NA,9.68178046900788,-1.32894829920929,-0.852269236052958,-0.0291146201465159,-0.876203013164386,28
"Lutjanus guttatus",1,0,0,152,"Lutjanus","Lutjaninae",0,1,"Lutjanus guttatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,3.9759363311718,NA,-0.896488104577975,8.41676941774811,-0.342490308946776,4.04,4.22420254948031,13.9272308075747,NA,NA,NA,NA,26.2
"Lutjanus inermis",1,0,0,153,"Lutjanus","Lutjaninae",0,1,"Lutjanus inermis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,NA,27.6
"Lutjanus johnii",1,0,0,264,"Lutjanus","Lutjaninae",1,1,"Lutjanus johnii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,3.35340671782581,-1.71124917858079,8.89648509108859,-1.92220989861212,4.2,NA,NA,-1.1225181758815,-0.884508178915213,0.0021112199941236,-0.956484742253242,28.2
"Lutjanus jordani",1,0,0,155,"Lutjanus","Lutjaninae",0,1,"Lutjanus jordani","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,20.8
"Lutjanus kasmira",1,0,0,156,"Lutjanus","Lutjaninae",0,1,"Lutjanus kasmira","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,-1.23237227884763,6.53233429222235,NA,3.87,NA,NA,-1.36088604644383,-0.848507306307777,-0.154215804922298,-0.690614835238458,26.4
"Lutjanus lemniscatus",1,0,0,157,"Lutjanus","Lutjaninae",0,1,"Lutjanus lemniscatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,28.3
"Lutjanus lunulatus",1,0,0,158,"Lutjanus","Lutjaninae",0,1,"Lutjanus lunulatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,28.5
"Lutjanus lutjanus",1,0,0,159,"Lutjanus","Lutjaninae",0,1,"Lutjanus lutjanus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,2.39789527279837,-0.401597596581675,5.72656417318182,NA,4.05,3.34638914516716,9.25789167383441,-1.24209483911273,-0.762978651229791,-0.159713212321845,-0.763964765182098,28.1
"Lutjanus madras",1,0,0,160,"Lutjanus","Lutjaninae",0,1,"Lutjanus madras","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,-1.27523239572915,-0.823247271986091,-0.0784280808818248,-0.924827064804011,28.6
"Lutjanus mahogoni",1,0,0,161,"Lutjanus","Lutjaninae",0,1,"Lutjanus mahogoni","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,2.89037175789616,-1.65471425730374,6.29769049540181,-1.45530151842317,4.33,3.65169666298622,NA,-1.12679852274451,-0.634411402866749,-0.059345018360745,-0.933459737449874,26.6
"Lutjanus malabaricus",1,0,0,162,"Lutjanus","Lutjaninae",1,1,"Lutjanus malabaricus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,3.97781074596615,3.44041809481544,-1.62399151854875,9.09147741891385,-1.83264396570152,4.48,4.51173824119554,15.6072700271923,-1.1861918785574,-0.792845317208157,0.0318592168273347,-0.871706128874472,27.5
"Lutjanus mizenkoi",1,0,0,165,"Lutjanus","Lutjaninae",0,1,"Lutjanus mizenkoi","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.80999994277954,NA,NA,NA,NA,NA,NA,28.8
"Lutjanus monostigma",1,0,0,166,"Lutjanus","Lutjaninae",1,1,"Lutjanus monostigma","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,-1.51412773262978,7.99967857949945,NA,4.27,NA,NA,-1.11453488135366,-0.677527805125118,-0.0562520222946582,-0.916615563739963,28.1
"Lutjanus notatus",1,0,0,168,"Lutjanus","Lutjaninae",0,1,"Lutjanus notatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,26.2
"Lutjanus novemfasciatus",1,0,0,169,"Lutjanus","Lutjaninae",1,1,"Lutjanus novemfasciatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.1,NA,NA,-1.09944124944531,-0.634147045238948,-0.125253540785112,-0.906743485549899,26.7
"Lutjanus octolineatus",1,0,0,68235,"Lutjanus","Lutjaninae",0,1,"Lutjanus octolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA
"Lutjanus papuensis",1,0,0,66804,"Lutjanus","Lutjaninae",0,1,"Lutjanus papuensis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.80999994277954,NA,NA,NA,NA,NA,NA,28.9
"Lutjanus peru",1,0,0,170,"Lutjanus","Lutjaninae",0,1,"Lutjanus peru","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,1.38629436111989,NA,3.46573590279973,-1.74869997976761,8.91838250466161,NA,4.02,4.46590811865458,NA,-1.3179978425503,-1.07715471413669,-0.089519103087008,-0.921501404424894,26.2
"Lutjanus quinquelineatus",1,0,0,172,"Lutjanus","Lutjaninae",0,1,"Lutjanus quinquelineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,2.86220088092947,-1.16355088982702,5.43330097060916,-1.76814060362942,3.68,NA,12.5285908328174,-1.23643982533175,-0.936268874469756,-0.0729660631320167,-0.780982773475313,28.2
"Lutjanus rivulatus",1,0,0,173,"Lutjanus","Lutjaninae",0,1,"Lutjanus rivulatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,-1.51412773262978,8.36869318309779,NA,4.13,NA,NA,-1.23396520312119,-0.891154477323495,-0.00442735483538041,-0.812817319251439,26.5
"Lutjanus rufolineatus",1,0,0,25063,"Lutjanus","Lutjaninae",0,1,"Lutjanus rufolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,27.7
"Lutjanus russellii",1,0,0,176,"Lutjanus","Lutjaninae",1,1,"Lutjanus russellii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.1,NA,NA,-1.14621050399714,-0.800987078888764,-0.0664328566931906,-0.834246442370208,28
"Lutjanus sanguineus",1,0,0,177,"Lutjanus","Lutjaninae",0,1,"Lutjanus sanguineus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,1.01160091167848,NA,2.42774823594805,-1.50769392855082,9.29516669191089,-1.0045073803663,4.49,NA,14.3196136359694,-1.13787611682658,-0.831106963258846,0.0400810649151112,-0.919194276623738,26.8
"Lutjanus sapphirolineatus",1,0,0,68234,"Lutjanus","Lutjaninae",0,1,"Lutjanus sapphirolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.66000008583069,NA,NA,NA,NA,NA,NA,NA
"Lutjanus sebae",1,0,0,178,"Lutjanus","Lutjaninae",1,1,"Lutjanus sebae","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,3.55534806148941,-1.60551703769086,9.30584533800324,-2.04022082852655,4.09,NA,15.6072700271923,-1.19330646095878,-0.91480387409949,0.0657372762719796,-0.893283657815423,27.1
"Lutjanus semicinctus",1,0,0,179,"Lutjanus","Lutjaninae",0,1,"Lutjanus semicinctus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,28
"Lutjanus stellatus",1,0,0,180,"Lutjanus","Lutjaninae",0,1,"Lutjanus stellatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA
"Lutjanus synagris",1,0,0,181,"Lutjanus","Lutjaninae",0,1,"Lutjanus synagris","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,0.559615787935423,3.27051905802004,2.07944154167984,-1.46157423556383,7.43805034818374,-0.903868211875598,3.82,NA,12.1691233507519,-1.20724629047565,-0.775995442050427,-0.0773676618768309,-0.885100507867671,24.7
"Lutjanus timoriensis",1,0,0,182,"Lutjanus","Lutjaninae",0,1,"Lutjanus timoriensis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,3.55534806148941,-1.78498248494903,7.75878191455271,-2.12026353620009,4.01,NA,NA,NA,NA,NA,NA,27.3
"Lutjanus viridis",1,0,0,183,"Lutjanus","Lutjaninae",0,1,"Lutjanus viridis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,4.16,NA,NA,NA,NA,NA,NA,25.9
"Lutjanus vitta",1,0,0,184,"Lutjanus","Lutjaninae",1,1,"Lutjanus vitta","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,0,NA,2.41442457474958,-0.782279766762903,6.30494696747012,-1.0406004890654,3.96,NA,NA,-1.18983366545519,-0.812541009181351,-0.0563677215389447,-0.839847190734102,28.2
"Lutjanus vivanus",1,0,0,185,"Lutjanus","Lutjaninae",0,1,"Lutjanus vivanus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,1.6094379124341,NA,NA,-1.96432873457933,8.67231482828354,NA,3.09,NA,NA,-1.18036794516334,-0.750195526367742,-0.104818921726458,-0.870504618904606,21.2
"Lutjanus xanthopinnis",1,0,0,68664,"Lutjanus","Lutjaninae",0,1,"Lutjanus xanthopinnis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes",17.4058392309039,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,NA
"Mugil capurrii",1,0,0,13017,"Mugil",NA,1,1,"Mugil capurrii","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",9.45753226706393,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"Notothenia angustata",0,1,0,47001,"Notothenia","Nototheniinae",0,1,"Notothenia angustata","Nototheniidae","Perciformes","Teleostei","Osteichthyes",13.3875690742822,NA,NA,NA,NA,NA,NA,4.18,NA,NA,-1.17708117717821,-0.993981107304846,-0.4338096094357,-0.514778671969367,10.7
"Notothenia coriiceps",0,1,0,4702,"Notothenia","Nototheniinae",0,1,"Notothenia coriiceps","Nototheniidae","Perciformes","Teleostei","Osteichthyes",13.3875690742822,1.94591014905531,NA,NA,-1.7718980201325,8.16026486680791,NA,2.75,4.15182699763546,10.0841619201252,-1.41937156329818,-0.954167855159169,-0.448997964493787,-0.527513062904501,-0.6
"Notothenia microlepidota",1,0,0,12014,"Notothenia","Nototheniinae",0,1,"Notothenia microlepidota","Nototheniidae","Perciformes","Teleostei","Osteichthyes",13.3875690742822,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA
"Notothenia neglecta",1,0,0,58010,"Notothenia","Nototheniinae",0,1,"Notothenia neglecta","Nototheniidae","Perciformes","Teleostei","Osteichthyes",13.3875690742822,2.01490302054226,NA,2.89037175789616,-2.20727491318972,7.71244383427499,-1.02165124753198,3.34,3.88053233833678,10.0642250629153,NA,NA,NA,NA,-1.7
"Notothenia rossii",0,1,0,468,"Notothenia","Nototheniinae",0,1,"Notothenia rossii","Nototheniidae","Perciformes","Teleostei","Osteichthyes",13.3875690742822,1.74919985480926,NA,2.83321334405622,-1.99487209113562,9.08940875589936,-1.38419656303774,3.61,4.49563429891978,11.0526622435553,-1.35531505480191,-0.95014726718135,-0.364432325201083,-0.537045423300691,2.1
"Ophiodon elongatus",0,1,0,509,"Ophiodon","Ophiodontinae",0,1,"Ophiodon elongatus","Hexagrammidae","Perciformes","Teleostei","Osteichthyes",20.2509422097154,1.20397280432594,NA,NA,-1.56423512760327,8.73108991307028,-0.832409247893453,4.53,4.93913922078359,12.5425448821514,-1.57912696992798,-0.607002766924971,-0.523312779674962,-0.696542226039196,5.9
"Pleuronectes quadrituberculatus",0,1,0,4250,"Pleuronectes","Pleuronectinae",0,1,"Pleuronectes quadrituberculatus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",22.1855798314221,1.84582669049833,3.43398720448515,3.61091791264422,-1.98998848135991,7.24912450575106,-2.17586434021489,3.59,4.0853458617584,NA,-1.27467204166575,-1.35405011561911,0.383787610390306,-1.37115647983252,3.3
"Pomadasys andamanensis",1,0,0,13117,"Pomadasys","Haemulinae",0,1,"Pomadasys andamanensis","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Pomadasys auritus",1,0,0,60536,"Pomadasys","Haemulinae",1,1,"Pomadasys auritus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,26.5
"Pomadasys commersonnii",1,0,0,5126,"Pomadasys","Haemulinae",1,1,"Pomadasys commersonnii","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,3.48124008933569,NA,-1.48869629473797,9.1802542357852,NA,3.53,4.44734610079452,NA,NA,NA,NA,NA,26.8
"Pomadasys furcatus",1,0,0,7707,"Pomadasys","Haemulinae",0,1,"Pomadasys furcatus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,28.1
"Pomadasys guoraca",1,0,0,9909,"Pomadasys","Haemulinae",1,1,"Pomadasys guoraca","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,26.9
"Pomadasys kaakan",1,0,0,6006,"Pomadasys","Haemulinae",1,1,"Pomadasys kaakan","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,-1.19931699278974,8.66252319175104,NA,3.46,NA,NA,-1.39533743288943,-1.06660571026678,-0.120741829067832,-0.773641417584891,28
"Pomadasys maculatus",1,0,0,4447,"Pomadasys","Haemulinae",1,1,"Pomadasys maculatus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,-0.713349887877465,7.15820883404022,0.345950980575757,4.04,3.14558802909837,NA,-1.38968213914304,-1.19343733801764,-0.0624221634847513,-0.818691468874645,27.4
"Pomadasys olivaceus",1,0,0,5518,"Pomadasys","Haemulinae",1,1,"Pomadasys olivaceus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,2.64,NA,NA,-1.54509982811739,-1.17515162060279,-0.149698338824261,-0.764404162813181,27
"Pomadasys perotaei",1,0,0,9911,"Pomadasys","Haemulinae",1,1,"Pomadasys perotaei","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.31,NA,NA,-1.30743544547041,-1.22938462402839,-0.0826579673129212,-0.872939534165834,17.9
"Pomadasys rogerii",1,0,0,5004,"Pomadasys","Haemulinae",1,1,"Pomadasys rogerii","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,19.9
"Pomadasys striatus",1,0,0,7301,"Pomadasys","Haemulinae",0,1,"Pomadasys striatus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,-1.20397280432594,4.95582705760126,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,27
"Pomadasys stridens",1,0,0,7708,"Pomadasys","Haemulinae",0,1,"Pomadasys stridens","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,-1.51412773262978,4.93166182939347,-0.363843433417345,4.02,NA,NA,NA,NA,NA,NA,25.2
"Pomadasys suillus",1,0,0,17426,"Pomadasys","Haemulinae",0,1,"Pomadasys suillus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,NA
"Pomadasys trifasciatus",1,0,0,27498,"Pomadasys","Haemulinae",1,1,"Pomadasys trifasciatus","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.542261524087,NA,NA,NA,NA,NA,NA,3.42000007629395,NA,NA,NA,NA,NA,NA,27.9
